,CS_PropertyID,cluster,size,empl_gr,Rent,leasing_rate,stories,age,renovated,class_a,class_b,LEED,Energystar,green_rating,net,amenities,cd_total_07,hd_total07,total_dd_07,Precipitation,Gas_Costs,Electricity_Costs,cluster_rent,hd_total07_quantiles,cd_total_07_quantiles,total_dd_07_quantiles,Rent_cooling,Rent_heating,Rent_total,class
1287,130603,554,187624,0.97,44.99,100.0,12,5,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1288,108460,554,119000,0.97,45.0,85.34,8,23,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1289,129044,554,175000,0.97,45.0,100.0,12,19,0,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1290,129111,554,153161,0.97,45.0,89.38,10,22,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1291,129183,554,102000,0.97,45.0,100.0,8,31,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1292,129178,554,107338,0.97,45.4,93.37,8,25,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1293,129097,554,159981,0.97,45.48,92.18,8,35,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1294,129189,554,320000,0.97,46.27,87.81,10,27,1,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1295,129047,554,94793,0.97,46.4,82.97,12,23,0,1,0,0,0,0,1,0,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1296,129461,554,101317,0.97,46.5,97.43,8,44,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1297,130356,554,235311,0.97,47.0,100.0,11,7,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1298,129119,554,238481,0.97,47.38,83.79,12,21,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1299,129192,554,151789,0.97,49.0,98.75,8,23,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1300,130609,554,423205,0.97,49.0,99.61,12,25,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1301,107506,554,195624,0.97,49.28,99.37,8,37,0,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1302,129110,554,383000,0.97,50.0,98.32,10,40,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1303,129364,554,117594,0.97,50.0,95.13,10,51,1,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1304,129043,554,218571,0.97,51.26,96.18,12,21,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1305,41196,554,206314,0.97,51.68,97.69,11,37,1,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1306,129175,554,113574,0.97,53.26,100.0,8,21,0,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1307,130705,554,303466,0.97,53.54,91.65,12,27,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1308,129092,554,428970,0.97,54.23,84.99,12,30,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1309,129096,554,398286,0.97,55.48,100.0,11,32,1,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1310,129050,554,172258,0.97,59.5,100.0,8,43,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1311,129121,554,229000,0.97,75.0,99.42,9,20,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,44.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1312,131401,1043,45000,0.97,15.0,72.1,4,33,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.013109576000000001,0.03094959,27.99,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1313,132174,1043,20100,0.97,24.0,85.32,3,27,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.013109576000000001,0.03094959,27.99,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1314,178,1043,40000,0.97,25.0,91.58,4,40,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.013109576000000001,0.03094959,27.99,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1315,122,1043,57000,0.97,26.0,74.18,4,35,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.013109576000000001,0.03094959,27.99,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1316,117929,1043,267000,0.97,27.99,92.85,12,33,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.013109576000000001,0.03094959,27.99,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1317,130972,1043,158184,0.97,29.37,87.68,8,35,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.013109576000000001,0.03094959,27.99,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1318,130970,1043,185000,0.97,29.81,98.34,6,21,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.013109576000000001,0.03094959,27.99,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1319,131276,1043,24000,0.97,37.0,87.08,3,34,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.013109576000000001,0.03094959,27.99,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1320,790208,1091,11822,0.97,23.5,0.0,2,101,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1321,1134116,1091,3546,0.97,27.52,52.06,2,107,1,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1322,129658,1091,27811,0.97,31.57,93.43,8,81,1,0,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1323,130437,1091,9500,0.97,32.0,63.16,3,62,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1324,129417,1091,108558,0.97,33.81,91.87,12,65,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1325,129220,1091,65297,0.97,34.49,94.0,14,51,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1326,130157,1091,9496,0.97,35.0,0.01,3,48,1,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1327,129274,1091,43616,0.97,35.14,76.02,12,22,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1328,129531,1091,44258,0.97,36.0,90.79,11,86,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1329,129248,1091,149568,0.97,36.18,96.31,12,27,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1330,129419,1091,73893,0.97,36.29,97.21,12,43,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1331,41201,1091,40459,0.97,36.39,58.38,7,102,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1332,129530,1091,114801,0.97,37.0,100.0,12,44,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1333,129233,1091,413003,0.97,37.14,98.85,13,20,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1334,129153,1091,80000,0.97,37.97,91.88,12,77,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1335,129213,1091,71489,0.97,38.0,91.16,11,24,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1336,129270,1091,80403,0.97,38.0,93.63,15,53,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1337,129226,1091,278772,0.97,38.97,91.16,12,25,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1338,723164,1091,74028,0.97,39.19,47.55,12,1,0,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1339,129586,1091,40000,0.97,39.5,93.41,12,89,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1340,129207,1091,269000,0.97,40.0,100.0,12,6,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1341,129896,1091,269626,0.97,40.0,96.77,12,3,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1342,129428,1091,225000,0.97,40.05,96.07,12,21,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1343,129529,1091,67997,0.97,41.38,95.96,11,81,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1344,129528,1091,78470,0.97,41.45,86.66,12,57,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1345,130461,1091,348629,0.97,41.51,99.19,12,15,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1346,129277,1091,239174,0.97,41.64,26.97,12,19,0,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1347,129234,1091,105836,0.97,41.9,98.58,12,20,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1348,129221,1091,60321,0.97,42.0,100.0,11,21,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1349,129227,1091,79294,0.97,42.0,96.61,12,21,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1350,753213,1091,310748,0.97,42.79,33.19,10,1,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1351,130253,1091,216192,0.97,42.82,100.0,12,15,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1352,129236,1091,190643,0.97,43.74,95.92,12,24,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1353,129237,1091,224873,0.97,44.84,97.34,11,90,1,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1354,129250,1091,174589,0.97,45.25,69.5,12,25,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1355,94482,1091,306563,0.97,45.75,99.15,10,38,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1356,129441,1091,189000,0.97,46.42,97.78,12,25,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1357,1486835,1091,34707,0.97,46.77,29.26,6,104,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1358,129211,1091,342014,0.97,46.99,100.0,12,18,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1359,129203,1091,195711,0.97,47.33,95.98,12,16,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1360,129212,1091,167233,0.97,47.42,97.03,12,25,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1361,129278,1091,201657,0.97,49.68,88.08,12,29,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1362,129272,1091,120276,0.97,50.0,99.3,14,26,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1363,129209,1091,172937,0.97,51.0,92.81,12,25,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1364,129206,1091,244585,0.97,52.03,94.36,12,25,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1365,129265,1091,243717,0.97,62.13,99.02,12,18,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40.05,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1366,1440620,1162,32000,2.91,9.95,71.88,8,86,0,0,1,0,0,0,0,1,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1367,5344101,1162,5200,2.91,10.0,15.38,2,87,0,0,0,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1368,5634983,1162,4200,2.91,12.0,50.0,2,57,0,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1369,6054142,1162,18444,2.91,12.0,82.35,5,60,0,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1370,1421341,1162,45000,2.91,12.41,78.28,4,95,0,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1371,6086030,1162,60000,2.91,12.5,77.38,8,96,0,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1372,6052519,1162,9400,2.91,13.0,88.14,2,92,1,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1373,1395371,1162,41950,2.91,13.09,76.64,7,49,0,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1374,1391287,1162,28650,2.91,13.5,100.0,6,100,0,0,0,0,0,0,0,1,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1375,1391352,1162,44505,2.91,14.5,100.0,8,78,0,0,0,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1376,1440548,1162,16700,2.91,14.5,42.13,3,103,0,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1377,1419491,1162,205765,2.91,14.95,93.2,16,34,0,1,0,0,0,0,0,1,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1378,1440646,1162,44541,2.91,15.85,48.28,3,46,0,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1379,6064699,1162,38860,2.91,16.0,87.65,5,43,0,0,1,0,0,0,0,0,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1380,1440593,1162,218503,2.91,22.0,91.55,17,16,0,1,0,0,0,0,0,1,1710,3690,5400,46.51,0.012300098999999998,0.018200469,13.045,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1381,130725,1199,117778,0.97,35.0,98.39,6,36,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.013109576000000001,0.03094959,32.395,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1382,630953,1227,4412,0.97,27.36,100.0,3,87,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1383,129932,1227,194000,0.97,29.0,100.0,12,26,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1384,1,1227,32652,0.97,32.0,100.0,5,53,1,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1385,129632,1227,19500,0.97,32.0,27.37,4,33,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1386,129089,1227,563795,0.97,33.0,95.41,13,35,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1387,129491,1227,113040,0.97,33.0,93.58,8,26,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1388,129772,1227,4706,0.97,35.0,0.0,3,63,1,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1389,130124,1227,8388,0.97,35.0,70.2,3,25,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1390,130585,1227,8359,0.97,35.0,100.0,4,93,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1391,129098,1227,35485,0.97,35.82,23.51,8,40,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1392,129363,1227,169549,0.97,36.5,100.0,12,67,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1393,129125,1227,306663,0.97,38.0,100.0,8,38,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1394,129134,1227,104344,0.97,38.0,96.06,8,23,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1395,129468,1227,105152,0.97,38.11,68.64,8,36,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1396,112223,1227,133000,0.97,39.0,93.12,8,40,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1397,129048,1227,124626,0.97,39.0,97.29,8,40,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1398,129465,1227,195000,0.97,39.3,100.0,11,43,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1399,129118,1227,535253,0.97,39.45,95.84,10,32,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1400,130373,1227,20540,0.97,40.12,45.3,4,45,0,0,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,C
1401,129053,1227,190389,0.97,40.75,100.0,12,69,1,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,A
1402,129123,1227,115610,0.97,41.0,100.0,8,34,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
1403,41194,1227,313984,0.97,41.44,99.49,12,47,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,43.355,3000-4000,1000-2000,5000-6000,29.95162298850575,37.621191626409036,32.88675893886968,B
